,timestamp,target_x,target_y,target_x_scale,target_y_scale,rover_x,rover_y,rover_x_scale,rover_y_scale,transform_vel_x,transform_vel_y,cont_action_x,cont_action_y,angle,flipped_angle,delta_x,delta_y,time_difference,distance_to_target
14,20240823122243.476,1000,250,15.0,-15.0,582.3600759604103,278.54692651760956,-10.058395442375378,-11.57436881788685,95.84825402656851,65.64625056546382,1.0,-0.2703559696674347,-15.128582954406738,15.128582954406738,33.1634958931927,-22.71360269565048,0.346,453.70845846018346
15,20240823122243.756,1000,250,15.0,-15.0,610.3867959424424,251.96621323209823,-8.376792243453458,-14.764054412148212,100.09542850725745,94.93111887682619,1.0,-0.12871100008487701,-7.334272861480713,7.334272861480713,28.02671998203209,-26.580713285511337,0.28,418.61442063717305
16,20240823122244.034,1000,250,15.0,-15.0,633.8621206098774,223.5821837095216,-6.968272763407356,-18.17013795485741,84.44361391163655,102.10082562077928,1.0,0.0177259873598814,1.0155178308486938,-1.0155178308486938,23.47532466743496,-28.38402952257664,0.278,389.618165349705
17,20240823122244.323,1000,250,15.0,-15.0,659.2007774748494,202.19605299433604,-5.447953351509042,-20.736473640679673,87.67701337360552,74.00045230168008,1.0,0.10733673721551895,6.126485347747803,-6.126485347747803,25.338656864971995,-21.386130715185544,0.289,367.0896998580231
18,20240823122244.612,1000,250,15.0,-15.0,687.2730767886952,187.13338065393373,-3.7636153926782896,-22.543994321527954,97.13598378493379,52.11997349620179,1.0,0.2604760229587555,14.599759101867676,-14.599759101867676,28.07229931384586,-15.062672340402315,0.289,344.1356235891127
19,20240823122244.938,1000,250,15.0,-15.0,716.5581716646342,178.98828680376303,-2.0065097001219527,-23.521405583548436,89.8315793740459,24.984950460646306,1.0,0.3712577521800995,20.36783218383789,-20.36783218383789,29.285094875938967,-8.145093850170696,0.326,318.98329161448646
20,20240823122245.228,1000,250,15.0,-15.0,746.07505785164,179.37790803874384,-0.23549652890159933,-23.47465103535074,101.7823661620892,1.3435214999338212,1.0,0.4222491681575775,22.891860961914062,-22.891860961914062,29.516886187005866,0.38962123498080814,0.29,292.20187107744465
21,20240823122245.519,1000,250,15.0,-15.0,778.3540072219307,185.21237810280186,1.7012404333158457,-22.774514627663777,110.9242246401741,20.04972530604132,0.9513263702392578,0.44226816296577454,24.933542251586914,-24.933542251586914,32.27894937029066,5.834470064058024,0.291,263.5628124717751
22,20240823122245.809,1000,250,15.0,-15.0,817.9150119051362,198.4636187074805,4.074900714308171,-21.18436575510234,136.41725752829487,45.69393311958148,0.869804322719574,0.42551448941230774,26.068208694458008,-26.068208694458008,39.56100468320551,13.251240604678628,0.29,230.92072679963195
23,20240823122246.108,1000,250,15.0,-15.0,869.5101559010911,211.65107779969495,7.170609354065469,-19.601870664036603,172.55901001991612,44.105214355232285,0.7397079467773438,0.42613959312438965,29.945886611938477,-29.945886611938477,51.59514399595491,13.187459092214453,0.299,189.2377908511792
24,20240823122246.399,1000,250,15.0,-15.0,927.2369872699182,220.37533168402973,10.6342192361951,-18.554960197916433,198.37399095816878,29.980253898057686,0.5605678558349609,0.4521391689777374,38.88872528076172,-38.88872528076172,57.726831368827106,8.724253884334786,0.291,136.00823227614785
25,20240823122246.760,1000,250,15.0,-15.0,996.0870930348177,221.3586853513014,14.765225582089059,-18.43695775784383,190.72051458420907,2.7239713774838554,0.15783962607383728,0.46594271063804626,71.28601837158203,-71.28601837158203,68.85010576489947,0.9833536672716718,0.361,78.5625673866969
